ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscribe_binary
29761,45,blue-collar,married,primary,no,305,yes,no,4,feb,3.52,1,-1,0,unknown,No
29762,38,admin.,divorced,secondary,no,308,yes,no,4,feb,3.28,1,274,1,failure,No
29763,38,management,single,tertiary,no,175,yes,yes,4,feb,2.32,5,-1,0,unknown,No
29764,38,self-employed,married,secondary,no,581,yes,no,4,feb,4.68,5,-1,0,unknown,No
29767,31,blue-collar,married,secondary,no,1005,no,no,4,feb,7.15,2,-1,0,unknown,No
29768,39,services,married,secondary,no,105,no,no,4,feb,2.28,1,189,2,failure,No
29769,47,blue-collar,married,secondary,no,243,yes,no,4,feb,3.67,1,246,4,failure,No
29770,35,management,single,tertiary,no,134,no,no,4,feb,3.65,1,-1,0,unknown,No
29771,36,blue-collar,married,tertiary,no,-534,yes,no,4,feb,0.37,1,-1,0,unknown,No
29772,56,blue-collar,married,primary,no,115,no,no,4,feb,1.85,1,-1,0,unknown,No
29773,28,blue-collar,married,secondary,no,127,yes,yes,4,feb,1.1,1,-1,0,unknown,No
29774,38,admin.,single,secondary,no,221,yes,no,4,feb,1.55,2,274,2,failure,No
29775,36,blue-collar,married,secondary,no,0,no,no,4,feb,3.92,1,244,1,failure,No
29776,58,unemployed,married,primary,no,4967,no,no,4,feb,2.93,3,-1,0,unknown,No
29777,43,admin.,married,secondary,no,0,yes,no,4,feb,2.92,1,-1,0,unknown,No
29778,41,blue-collar,married,primary,no,201,yes,no,4,feb,1.15,1,1,1,success,No
29779,43,admin.,married,primary,no,392,yes,yes,4,feb,1.83,1,208,2,failure,No
29780,55,management,married,primary,no,384,no,no,4,feb,1.25,1,-1,0,unknown,No
29781,33,technician,married,secondary,no,0,yes,no,4,feb,0.93,1,274,2,failure,No
29782,28,self-employed,married,tertiary,no,0,yes,no,4,feb,9.1,3,196,4,failure,Yes
29783,33,technician,divorced,secondary,no,464,no,no,4,feb,3.45,4,-1,0,unknown,No
29784,36,blue-collar,single,secondary,no,376,yes,yes,4,feb,3,1,274,3,failure,No
29786,38,services,married,secondary,no,53,no,no,4,feb,3.77,1,-1,0,unknown,No
29787,32,unemployed,single,tertiary,no,1974,no,no,4,feb,12.92,1,-1,0,unknown,No
29788,40,unemployed,married,primary,no,69,no,yes,4,feb,2.85,1,-1,0,unknown,No
29790,41,self-employed,married,tertiary,no,-195,yes,yes,4,feb,0.87,3,-1,0,unknown,No
29791,32,management,single,tertiary,no,2059,no,no,4,feb,14.77,2,-1,0,unknown,No
29792,52,management,married,tertiary,no,-970,yes,no,4,feb,8.15,1,-1,0,unknown,Yes
29793,55,blue-collar,married,primary,no,3957,no,yes,4,feb,1.32,2,-1,0,unknown,No
29794,44,entrepreneur,married,tertiary,no,5156,yes,no,4,feb,0.9,1,-1,0,unknown,No
29795,33,technician,married,secondary,no,0,yes,yes,4,feb,2.57,2,-1,0,unknown,No
29796,31,blue-collar,single,secondary,no,25,no,no,4,feb,2.38,1,-1,0,unknown,No
29797,43,services,single,secondary,no,370,yes,no,4,feb,4.28,1,-1,0,unknown,No
29798,59,management,divorced,tertiary,yes,0,no,no,4,feb,0.78,2,-1,0,unknown,No
29801,46,blue-collar,divorced,primary,yes,-17,no,yes,4,feb,1.35,2,-1,0,unknown,No
29802,48,self-employed,married,secondary,no,1559,no,no,4,feb,2.17,2,-1,0,unknown,No
29803,37,admin.,divorced,secondary,no,496,no,no,4,feb,1.97,4,272,3,failure,No
29805,40,retired,married,primary,no,658,yes,no,4,feb,2.2,1,-1,0,unknown,No
29807,37,services,single,secondary,no,2,yes,no,4,feb,3.67,1,-1,0,unknown,No
29808,40,services,married,secondary,no,293,no,no,4,feb,3.2,2,-1,0,unknown,No
29809,30,admin.,single,tertiary,no,305,no,no,4,feb,3.78,2,-1,0,unknown,Yes
29810,37,services,married,secondary,no,895,yes,yes,4,feb,3.65,2,245,1,failure,No
29811,33,services,married,secondary,no,0,no,no,4,feb,4.4,1,-1,0,unknown,No
29812,51,technician,married,secondary,no,2,yes,yes,4,feb,1.18,1,205,3,failure,No
29813,59,unemployed,married,secondary,no,4497,yes,no,4,feb,3.55,1,251,1,failure,No
29815,34,management,married,tertiary,no,4831,yes,no,4,feb,4.42,1,-1,0,unknown,No
29816,34,services,single,secondary,no,1921,yes,no,4,feb,1.02,1,-1,0,unknown,No
29817,36,blue-collar,married,secondary,no,1055,yes,no,4,feb,1.03,1,-1,0,unknown,No
29818,56,technician,married,primary,no,284,no,no,4,feb,2.95,1,197,9,failure,No
29819,29,management,married,tertiary,no,1713,yes,no,4,feb,3.78,2,-1,0,unknown,No
29820,32,unemployed,married,tertiary,no,0,no,no,4,feb,1.77,1,-1,0,unknown,No
29822,32,technician,single,tertiary,no,1246,yes,no,4,feb,3.2,2,-1,0,unknown,Yes
29823,45,blue-collar,divorced,secondary,no,1951,yes,no,4,feb,11.53,1,-1,0,unknown,No
29824,28,technician,single,secondary,no,34,yes,no,4,feb,0.27,6,268,4,failure,No
29825,48,management,married,secondary,no,438,no,no,4,feb,0.7,5,-1,0,unknown,No
29826,52,technician,divorced,secondary,no,643,yes,no,4,feb,4.5,1,-1,0,unknown,No
29827,37,management,married,tertiary,no,0,yes,no,4,feb,3.32,1,-1,0,unknown,No
29828,34,management,married,tertiary,no,73,no,no,4,feb,7.1,2,-1,0,unknown,Yes
29829,43,unemployed,married,secondary,no,553,no,no,4,feb,2.08,1,-1,0,unknown,No
29830,52,management,married,tertiary,no,732,no,no,4,feb,0.8,1,-1,0,unknown,No
29831,47,entrepreneur,divorced,tertiary,no,178,no,no,4,feb,4.85,1,-1,0,unknown,No
29832,31,unemployed,single,primary,no,406,no,no,4,feb,12.27,1,-1,0,unknown,Yes
29833,57,retired,married,primary,no,-464,yes,no,4,feb,1.25,1,190,6,failure,No
29834,30,services,single,tertiary,no,1,no,no,4,feb,1.1,2,-1,0,unknown,No
29835,32,technician,married,secondary,no,4,no,no,4,feb,2.42,2,260,4,failure,No
29836,39,admin.,divorced,secondary,no,512,no,no,4,feb,4.58,1,-1,0,unknown,No
29837,32,management,single,tertiary,no,1431,no,no,4,feb,3.32,2,-1,0,unknown,No
29838,30,unemployed,single,secondary,no,1058,no,no,4,feb,8.58,1,-1,0,unknown,No
29839,36,services,married,secondary,no,372,no,no,4,feb,1.57,1,-1,0,unknown,No
29840,37,management,single,secondary,no,655,no,yes,4,feb,4.3,6,-1,0,unknown,No
29841,31,technician,married,secondary,no,119,yes,no,4,feb,6.33,1,-1,0,unknown,No
29842,51,management,married,tertiary,no,371,no,no,4,feb,0.87,1,-1,0,unknown,No
29843,39,management,divorced,tertiary,no,-980,yes,no,4,feb,0.87,2,260,1,failure,No
29844,57,admin.,married,secondary,no,4391,no,no,4,feb,23.6,1,-1,0,unknown,Yes
29845,58,retired,single,secondary,no,1640,no,yes,4,feb,1.2,6,274,4,failure,No
29846,31,self-employed,married,tertiary,no,168,no,no,4,feb,3.22,2,-1,0,unknown,Yes
29847,30,technician,single,tertiary,no,405,yes,no,4,feb,2.13,1,274,1,failure,No
29850,30,blue-collar,single,primary,no,-10,no,yes,4,feb,5.27,1,-1,0,unknown,No
29852,28,services,single,secondary,no,0,no,no,4,feb,7.13,1,-1,0,unknown,No
29853,29,management,married,tertiary,no,1441,yes,no,4,feb,1.33,2,-1,0,unknown,Yes
29854,38,entrepreneur,married,tertiary,no,227,yes,no,4,feb,1.48,1,209,1,failure,No
29855,39,technician,single,secondary,no,935,no,no,4,feb,1.3,2,-1,0,unknown,No
29856,48,blue-collar,married,secondary,no,320,yes,yes,4,feb,1.97,1,-1,0,unknown,No
29857,43,self-employed,divorced,secondary,no,1187,yes,no,4,feb,1.33,2,-1,0,unknown,No
29858,47,management,married,tertiary,no,274,no,yes,4,feb,5.22,2,-1,0,unknown,No
29859,31,entrepreneur,single,tertiary,no,1957,no,no,4,feb,1.87,3,-1,0,unknown,No
29860,39,management,married,tertiary,no,606,no,no,4,feb,1.32,1,-1,0,unknown,No
29861,32,services,single,secondary,no,746,no,no,4,feb,5.08,1,-1,0,unknown,No
29862,51,technician,married,secondary,no,536,yes,yes,4,feb,0.88,1,-1,0,unknown,No
29863,43,technician,married,secondary,no,4056,no,no,4,feb,2.57,2,-1,0,unknown,No
29864,48,self-employed,married,tertiary,no,1223,yes,no,4,feb,3.22,1,-1,0,unknown,No
29865,75,retired,divorced,primary,no,3881,yes,no,4,feb,2.27,3,-1,0,unknown,Yes
29867,37,services,single,secondary,no,342,yes,no,4,feb,2.12,1,273,1,failure,No
29869,30,blue-collar,single,secondary,no,5,yes,no,4,feb,3.27,1,-1,0,unknown,No
29870,35,services,single,primary,no,739,yes,no,4,feb,10.08,1,-1,0,unknown,No
29871,30,management,single,secondary,no,0,no,no,4,feb,6.75,1,-1,0,unknown,No
29872,29,technician,divorced,secondary,no,328,yes,yes,4,feb,0.42,1,-1,0,unknown,No
29873,43,management,married,tertiary,no,-194,no,no,4,feb,0.95,1,-1,0,unknown,No
29874,38,management,married,tertiary,no,0,yes,no,4,feb,2.3,1,-1,0,unknown,No
29875,31,technician,single,tertiary,no,454,no,no,4,feb,1.22,3,-1,0,unknown,No
29876,52,blue-collar,married,secondary,no,2338,yes,no,4,feb,3.87,1,-1,0,unknown,No
29877,34,services,married,secondary,no,4962,yes,yes,4,feb,1.38,1,-1,0,unknown,No
29878,39,blue-collar,married,primary,no,33,yes,no,4,feb,3.52,1,-1,0,unknown,No
29879,42,admin.,single,secondary,no,30,yes,no,4,feb,1.63,1,266,3,failure,No
29880,37,unemployed,married,tertiary,no,594,yes,no,4,feb,1.03,1,-1,0,unknown,No
29881,58,management,married,tertiary,no,2142,yes,no,4,feb,0.68,2,274,3,failure,No
29882,27,technician,single,tertiary,no,931,yes,no,4,feb,17.97,1,-1,0,unknown,Yes
29883,53,blue-collar,married,secondary,no,1103,yes,yes,4,feb,1.68,2,250,4,failure,No
29884,27,blue-collar,married,secondary,no,77,yes,no,4,feb,4.22,1,-1,0,unknown,No
29885,52,management,divorced,tertiary,no,0,no,no,4,feb,1.23,1,-1,0,unknown,No
29886,34,housemaid,married,primary,no,0,yes,no,4,feb,1.28,1,-1,0,unknown,No
29887,39,admin.,divorced,secondary,no,43,yes,no,4,feb,1.8,1,-1,0,unknown,No
29888,46,blue-collar,married,secondary,no,182,no,no,4,feb,0.93,1,-1,0,unknown,No
29889,33,blue-collar,married,primary,no,158,yes,no,4,feb,1.83,1,264,4,failure,No
29890,26,student,single,secondary,no,334,no,no,4,feb,0.77,1,-1,0,unknown,No
29891,39,technician,single,secondary,no,-168,no,no,4,feb,0.12,5,-1,0,unknown,No
29892,32,technician,married,secondary,no,6172,yes,no,4,feb,1.55,1,-1,0,unknown,No
29893,59,self-employed,married,tertiary,no,185,no,no,4,feb,4.72,1,-1,0,unknown,No
29895,32,admin.,single,secondary,no,678,yes,no,4,feb,26.32,1,246,4,failure,Yes
29896,36,technician,married,tertiary,no,98,no,no,4,feb,2.43,1,-1,0,unknown,No
29897,34,services,single,tertiary,no,49,yes,no,4,feb,4.17,1,-1,0,unknown,No
29899,34,blue-collar,single,secondary,no,783,yes,no,4,feb,2.37,1,-1,0,unknown,No
29900,42,unemployed,married,primary,no,75,yes,no,4,feb,2,1,-1,0,unknown,No
29902,56,management,divorced,tertiary,no,2189,no,no,4,feb,3,1,-1,0,unknown,No
29903,41,blue-collar,divorced,primary,no,548,yes,yes,4,feb,2.48,1,250,1,failure,No
29904,38,blue-collar,married,secondary,no,814,yes,no,4,feb,5.1,1,-1,0,unknown,No
29905,52,blue-collar,divorced,primary,no,528,no,no,4,feb,5.12,1,-1,0,unknown,No
29906,45,entrepreneur,married,secondary,no,242,no,yes,4,feb,8.5,1,198,4,failure,No
29907,35,self-employed,married,tertiary,no,7990,yes,no,4,feb,5.95,1,-1,0,unknown,No
29908,60,retired,married,secondary,no,6132,no,no,4,feb,4.43,2,-1,0,unknown,No
29909,32,blue-collar,single,primary,no,354,no,no,4,feb,3.98,1,196,8,failure,No
29910,59,unemployed,married,secondary,no,729,no,no,4,feb,1.65,1,-1,0,unknown,No
29911,45,management,divorced,primary,no,274,no,yes,4,feb,1.68,1,-1,0,unknown,No
29912,33,technician,married,secondary,no,575,no,yes,4,feb,4.23,2,-1,0,unknown,No
29913,32,management,married,tertiary,no,322,no,no,4,feb,1.68,1,-1,0,unknown,No
29914,33,unemployed,single,tertiary,no,3805,yes,no,4,feb,1.2,1,-1,0,unknown,No
29915,33,services,married,tertiary,no,597,no,no,4,feb,2.23,1,-1,0,unknown,No
29916,47,management,single,tertiary,no,-230,no,no,4,feb,4.88,1,-1,0,unknown,No
29918,46,unemployed,single,tertiary,no,705,no,no,4,feb,6.63,1,-1,0,unknown,No
29919,32,technician,married,secondary,no,767,yes,yes,4,feb,0.7,1,-1,0,unknown,No
29920,27,self-employed,single,tertiary,no,451,no,no,4,feb,1.87,4,-1,0,unknown,No
29921,56,unemployed,married,primary,no,122,no,no,4,feb,1.2,2,-1,0,unknown,No
29922,42,management,married,tertiary,yes,0,yes,no,4,feb,5.97,2,-1,0,unknown,No
29923,30,blue-collar,married,secondary,no,364,yes,yes,4,feb,5.52,1,-1,0,unknown,No
29924,28,management,single,tertiary,no,637,yes,no,4,feb,5.4,1,-1,0,unknown,No
29925,60,blue-collar,married,secondary,no,414,no,no,4,feb,2.45,1,-1,0,unknown,No
29926,54,retired,divorced,secondary,yes,-200,no,yes,4,feb,1.18,1,243,1,failure,No
29927,45,blue-collar,married,secondary,no,1778,yes,no,4,feb,0.68,1,251,5,failure,No
29929,39,management,married,secondary,no,794,yes,no,4,feb,1.18,1,243,3,failure,No
29930,33,management,single,secondary,no,1473,no,no,4,feb,0.72,1,-1,0,unknown,No
29931,33,technician,divorced,secondary,no,3,no,no,4,feb,3.7,1,-1,0,unknown,No
29932,45,admin.,married,secondary,no,985,yes,no,4,feb,2.6,1,267,1,failure,No
29933,37,management,married,secondary,no,2442,no,no,4,feb,1.62,1,-1,0,unknown,No
29934,41,self-employed,single,tertiary,no,-94,yes,no,4,feb,19.4,1,203,1,failure,Yes
29935,38,technician,married,secondary,no,1442,yes,no,4,feb,5.57,1,-1,0,unknown,No
29936,31,technician,single,tertiary,no,665,yes,no,4,feb,2.6,1,-1,0,unknown,No
29937,38,admin.,single,secondary,no,-213,yes,yes,4,feb,8.65,1,-1,0,unknown,No
29938,51,unemployed,single,tertiary,no,1594,no,no,4,feb,3.28,1,-1,0,unknown,No
29939,37,unemployed,married,primary,no,236,yes,no,4,feb,1.68,1,-1,0,unknown,No
29940,39,admin.,single,secondary,no,223,no,no,4,feb,4.62,1,-1,0,unknown,No
29941,32,entrepreneur,married,tertiary,no,1496,no,no,4,feb,4.45,1,-1,0,unknown,No
29942,43,services,divorced,secondary,no,372,yes,yes,4,feb,10.3,2,274,2,failure,No
29943,28,admin.,married,secondary,no,358,no,no,4,feb,3.67,1,-1,0,unknown,No
29944,22,admin.,single,tertiary,no,897,yes,no,4,feb,2.22,4,-1,0,unknown,Yes
29945,60,unemployed,divorced,secondary,no,385,yes,no,4,feb,1.33,1,-1,0,unknown,No
29946,31,unemployed,single,secondary,no,1214,no,no,4,feb,16.23,1,-1,0,unknown,Yes
29947,24,admin.,single,secondary,no,99,no,no,4,feb,0.93,3,-1,0,unknown,No
29948,37,services,single,secondary,no,1045,no,no,4,feb,5.02,1,-1,0,unknown,No
29949,34,admin.,married,secondary,no,1651,no,no,4,feb,4.1,1,-1,0,unknown,No
29951,54,management,married,tertiary,no,7249,yes,yes,4,feb,1.7,2,77,1,failure,No
29952,35,blue-collar,single,secondary,no,341,no,yes,4,feb,5.8,2,-1,0,unknown,No
29953,41,unemployed,married,tertiary,no,28,yes,no,4,feb,5.97,2,-1,0,unknown,No
29956,46,management,single,tertiary,no,2044,no,no,4,feb,0.42,1,-1,0,unknown,No
29957,29,unemployed,married,primary,no,639,no,yes,4,feb,5.97,2,-1,0,unknown,No
29959,48,blue-collar,married,secondary,no,7408,no,yes,4,feb,1.68,2,-1,0,unknown,No
29960,34,technician,married,secondary,no,272,yes,no,4,feb,4.78,1,201,2,failure,No
29961,69,retired,married,primary,no,324,no,no,4,feb,2.27,4,-1,0,unknown,Yes
29962,29,services,single,secondary,no,2559,no,no,4,feb,3.57,2,-1,0,unknown,No
29963,60,retired,divorced,primary,no,2516,no,no,4,feb,2.62,1,-1,0,unknown,No
29964,49,management,married,tertiary,no,20,yes,no,4,feb,1.95,1,-1,0,unknown,No
29965,50,admin.,single,secondary,no,167,no,yes,4,feb,5.77,2,191,3,failure,No
29966,40,self-employed,married,tertiary,no,1498,no,no,4,feb,1.03,1,-1,0,unknown,No
29967,28,management,single,tertiary,no,6817,yes,no,4,feb,2.57,4,-1,0,unknown,No
29968,30,self-employed,married,tertiary,no,2666,no,no,4,feb,7.78,1,-1,0,unknown,Yes
29969,51,blue-collar,married,primary,no,362,yes,no,4,feb,1.8,4,272,2,failure,No
29970,36,admin.,single,secondary,no,0,no,no,4,feb,2.28,2,-1,0,unknown,No
29972,39,blue-collar,single,secondary,no,383,yes,yes,4,feb,4.87,2,-1,0,unknown,No
29973,51,housemaid,married,primary,no,618,yes,yes,4,feb,1.15,1,-1,0,unknown,No
29974,43,admin.,single,secondary,no,6,no,no,4,feb,0.97,1,264,1,failure,No
29975,38,self-employed,single,tertiary,no,973,no,no,4,feb,2.3,1,-1,0,unknown,No
29977,42,admin.,married,secondary,no,1133,yes,no,4,feb,2.68,4,212,3,failure,No
29978,27,technician,single,secondary,no,911,no,no,4,feb,7.85,2,-1,0,unknown,No
29979,33,unemployed,single,secondary,no,237,yes,no,4,feb,17.53,2,-1,0,unknown,No
29980,39,unemployed,married,primary,no,590,yes,no,4,feb,3.17,2,-1,0,unknown,No
29981,32,blue-collar,married,secondary,no,557,yes,yes,4,feb,3.5,2,253,1,failure,No
29983,37,unemployed,single,tertiary,no,1032,no,no,4,feb,1.05,1,-1,0,unknown,No
29985,29,management,single,tertiary,no,697,no,no,4,feb,3.43,1,-1,0,unknown,Yes
29986,31,management,married,tertiary,no,2937,yes,no,4,feb,2.88,1,-1,0,unknown,No
29987,29,unemployed,married,tertiary,no,53,no,no,4,feb,2.13,1,-1,0,unknown,No
29988,43,technician,married,secondary,no,1650,no,no,4,feb,2.57,1,-1,0,unknown,No
29989,33,blue-collar,married,secondary,no,-241,yes,yes,4,feb,1.95,1,253,1,failure,No
29990,46,entrepreneur,married,tertiary,no,954,yes,yes,4,feb,8.87,2,-1,0,unknown,No
29991,28,services,divorced,secondary,no,9,yes,no,4,feb,5.1,1,-1,0,unknown,No
29992,30,technician,single,secondary,no,865,no,no,4,feb,1.9,1,-1,0,unknown,No
29993,33,entrepreneur,single,tertiary,no,138,no,no,4,feb,2.35,2,-1,0,unknown,No
29994,28,services,single,secondary,no,458,no,no,4,feb,1.87,4,201,3,failure,No
29995,27,admin.,single,secondary,no,298,no,no,4,feb,3.45,3,-1,0,unknown,No
29996,39,services,divorced,secondary,no,229,yes,no,4,feb,3.97,1,-1,0,unknown,No
29997,48,management,single,secondary,no,7,no,no,4,feb,3.18,1,-1,0,unknown,No
29998,40,admin.,married,secondary,no,1142,yes,no,4,feb,2.1,1,-1,0,unknown,No
29999,40,unemployed,divorced,secondary,no,6322,no,no,4,feb,7.65,1,272,1,failure,No
30000,40,services,single,secondary,no,4126,no,no,4,feb,11.18,2,-1,0,unknown,No
30001,38,unemployed,married,tertiary,no,201,no,no,4,feb,3.48,1,-1,0,unknown,No
30002,32,management,married,tertiary,no,2853,yes,yes,4,feb,6.98,1,-1,0,unknown,No
30003,39,unemployed,married,secondary,no,1309,yes,no,4,feb,9.78,2,-1,0,unknown,No
30005,34,services,married,secondary,no,244,no,no,4,feb,11.6,2,-1,0,unknown,No
30007,33,technician,married,secondary,no,889,yes,no,4,feb,2.32,1,-1,0,unknown,No
30008,40,unemployed,divorced,secondary,no,4082,yes,no,4,feb,1.88,1,-1,0,unknown,No
30009,31,technician,single,tertiary,no,1320,no,no,4,feb,6.28,1,-1,0,unknown,No
30010,29,services,single,secondary,no,887,no,no,4,feb,5.72,1,-1,0,unknown,No
30011,45,blue-collar,married,secondary,no,7895,yes,no,4,feb,14.53,1,-1,0,unknown,Yes
30012,32,technician,divorced,secondary,no,202,yes,no,4,feb,7.15,1,201,1,failure,No
30013,32,services,married,secondary,no,-344,no,yes,4,feb,0.73,1,-1,0,unknown,No
30014,32,entrepreneur,single,primary,yes,-849,yes,yes,4,feb,3.4,1,-1,0,unknown,No
30015,37,admin.,single,primary,no,91,yes,no,4,feb,4.72,2,273,2,failure,No
30016,44,blue-collar,divorced,secondary,no,272,yes,no,4,feb,3.65,4,205,2,failure,No
30017,41,blue-collar,married,secondary,no,1245,yes,no,4,feb,2.05,1,271,1,failure,No
30018,37,technician,married,secondary,yes,-143,yes,no,4,feb,1.58,1,-1,0,unknown,No
30019,34,admin.,divorced,secondary,no,531,no,no,4,feb,4.65,1,-1,0,unknown,No
30020,35,self-employed,single,tertiary,no,-30,no,no,4,feb,3.63,2,-1,0,unknown,No
30021,42,technician,married,secondary,no,234,no,no,4,feb,12.75,2,-1,0,unknown,No
30022,43,services,married,secondary,no,0,no,no,4,feb,3.92,2,-1,0,unknown,No
30023,52,self-employed,married,primary,no,314,yes,no,4,feb,2.18,2,-1,0,unknown,No
30024,37,services,single,secondary,no,1169,no,no,4,feb,5.18,4,-1,0,unknown,No
30025,35,blue-collar,divorced,primary,no,21,yes,no,4,feb,2.77,2,-1,0,unknown,No
30026,41,admin.,married,secondary,no,546,yes,no,4,feb,6.97,2,-1,0,unknown,No
30027,52,technician,married,secondary,no,463,yes,no,4,feb,2.2,6,267,5,failure,No
30028,31,technician,single,secondary,no,622,no,no,4,feb,0.25,5,-1,0,unknown,No
30029,28,admin.,single,tertiary,no,373,yes,no,4,feb,2.1,1,-1,0,unknown,No
30030,34,services,married,secondary,no,382,yes,yes,4,feb,8.23,2,198,7,failure,No
30031,58,housemaid,married,primary,no,588,no,yes,4,feb,2.85,2,-1,0,unknown,No
30032,53,blue-collar,married,primary,no,2135,no,no,4,feb,2.53,2,-1,0,unknown,No
30034,53,technician,married,tertiary,no,856,yes,no,4,feb,1.7,2,-1,0,unknown,No
30035,59,retired,divorced,secondary,no,479,no,no,4,feb,0.62,5,-1,0,unknown,No
30036,28,management,single,tertiary,no,725,no,no,4,feb,2.28,2,-1,0,unknown,No
30037,42,blue-collar,married,primary,no,454,yes,no,4,feb,0.38,3,-1,0,unknown,No
30040,53,management,married,primary,no,995,no,no,4,feb,3.33,3,-1,0,unknown,No
30041,44,technician,married,secondary,no,0,no,yes,4,feb,5.85,2,-1,0,unknown,No
30042,53,blue-collar,divorced,primary,no,255,yes,no,4,feb,2.23,2,272,2,failure,No
30043,36,blue-collar,married,primary,no,347,no,no,4,feb,2.78,2,-1,0,unknown,No
30044,32,blue-collar,single,secondary,no,201,yes,no,4,feb,1.18,3,-1,0,unknown,No
30045,28,blue-collar,single,secondary,no,121,no,no,4,feb,9.03,2,-1,0,unknown,No
30046,33,student,single,secondary,no,706,yes,no,4,feb,4.85,2,-1,0,unknown,No
30047,49,unemployed,married,tertiary,no,0,yes,no,4,feb,12.87,2,-1,0,unknown,No
30048,51,blue-collar,married,secondary,no,362,yes,yes,4,feb,5.3,3,-1,0,unknown,No
30049,30,management,married,tertiary,no,367,no,no,4,feb,2.83,2,-1,0,unknown,No
30050,34,self-employed,married,secondary,no,47,no,no,4,feb,6.03,2,169,2,failure,No
30051,32,blue-collar,married,primary,no,651,yes,no,4,feb,10.47,2,267,2,failure,No
30052,39,blue-collar,married,secondary,no,3045,no,no,4,feb,4.33,2,-1,0,unknown,No
30053,43,blue-collar,married,secondary,no,953,yes,no,4,feb,12.75,2,-1,0,unknown,Yes
30054,37,unemployed,single,secondary,no,687,no,no,4,feb,4.52,3,-1,0,unknown,No
30055,56,management,married,primary,no,199,yes,yes,4,feb,5.52,2,209,1,failure,No
30057,47,unemployed,single,primary,no,7351,no,no,4,feb,17.67,3,-1,0,unknown,No
30058,30,admin.,single,tertiary,no,0,yes,no,4,feb,12.17,2,-1,0,unknown,Yes
30059,54,blue-collar,married,secondary,no,688,yes,no,4,feb,6.32,2,-1,0,unknown,No
30060,27,technician,single,secondary,no,1601,no,no,4,feb,6.5,2,-1,0,unknown,No
30061,48,unemployed,married,secondary,no,1724,no,no,4,feb,1.7,2,-1,0,unknown,No
30062,40,technician,married,secondary,no,694,yes,no,4,feb,1.62,4,196,5,failure,No
30063,57,technician,divorced,secondary,no,285,no,no,4,feb,5.8,2,-1,0,unknown,No
30064,38,services,married,tertiary,no,535,yes,no,4,feb,6.15,2,-1,0,unknown,No
30065,43,admin.,single,secondary,no,250,yes,no,4,feb,6.5,2,-1,0,unknown,No
30067,49,self-employed,divorced,tertiary,no,0,no,no,4,feb,4.65,3,-1,0,unknown,No
30068,42,blue-collar,divorced,secondary,no,1450,no,no,4,feb,6.57,2,-1,0,unknown,No
30069,28,entrepreneur,single,tertiary,no,95,no,no,4,feb,4.25,2,-1,0,unknown,No
30071,30,management,single,tertiary,no,6825,no,no,4,feb,3.62,2,-1,0,unknown,No
30072,40,entrepreneur,single,secondary,no,943,yes,no,4,feb,2.98,3,-1,0,unknown,No
30073,43,technician,married,secondary,no,0,yes,yes,4,feb,8.98,8,204,5,failure,No
30074,44,admin.,married,secondary,no,61,no,yes,4,feb,21.02,3,-1,0,unknown,No
30075,50,management,married,tertiary,no,3284,yes,no,4,feb,3.25,2,271,3,failure,No
30076,55,unemployed,married,secondary,no,1436,yes,no,4,feb,16.15,2,-1,0,unknown,No
30077,30,admin.,married,secondary,yes,23,no,yes,4,feb,2.48,2,-1,0,unknown,No
30080,32,services,married,primary,no,218,yes,no,4,feb,2.95,3,-1,0,unknown,No
30081,30,services,married,secondary,no,357,yes,no,4,feb,3.58,3,253,4,failure,No
30083,31,technician,single,primary,no,449,yes,no,4,feb,2.33,4,252,1,failure,No
30084,43,services,married,secondary,no,354,yes,no,4,feb,0.82,2,-1,0,unknown,No
30085,30,management,single,tertiary,no,57,yes,no,4,feb,2.55,2,-1,0,unknown,No
30086,33,other,married,secondary,no,335,no,no,4,feb,14.85,2,177,7,failure,Yes
30087,46,blue-collar,married,primary,no,580,yes,no,4,feb,0.5,2,-1,0,unknown,No
30089,34,management,married,tertiary,yes,-30,yes,no,4,feb,7.48,2,-1,0,unknown,No
30090,36,entrepreneur,married,secondary,no,35,no,no,4,feb,8.62,4,-1,0,unknown,No
30091,28,services,single,primary,no,198,no,no,4,feb,16.27,2,-1,0,unknown,Yes
30093,28,technician,single,tertiary,no,4253,yes,no,4,feb,5.6,6,-1,0,unknown,No
30095,58,entrepreneur,married,tertiary,no,0,yes,yes,4,feb,5.07,2,229,2,failure,No
30096,60,retired,married,secondary,no,2516,yes,yes,4,feb,4.65,3,266,1,failure,No
30098,27,blue-collar,married,secondary,no,1600,yes,no,4,feb,10.05,2,259,1,failure,No
30100,32,entrepreneur,single,primary,no,1770,no,yes,4,feb,3.43,2,188,6,failure,No
30101,38,admin.,married,secondary,no,599,yes,no,4,feb,5.52,2,-1,0,unknown,No
30103,39,blue-collar,married,secondary,no,481,no,no,4,feb,0.63,8,-1,0,unknown,No
30104,29,admin.,single,secondary,no,260,yes,no,4,feb,7.55,2,273,2,failure,No
30105,56,unemployed,single,primary,no,1110,no,no,4,feb,15.75,2,-1,0,unknown,Yes
30106,36,admin.,married,secondary,no,313,yes,no,4,feb,6.72,2,-1,0,unknown,No
30107,34,blue-collar,married,primary,no,277,no,no,4,feb,1.13,2,-1,0,unknown,No
30108,55,housemaid,married,primary,no,10,no,no,4,feb,2.9,3,-1,0,unknown,No
